name,url,power,value 
Henry Gyrich (Earth-616),/wiki/Henry_Gyrich_(Earth-616),Intelligence,Learned
Henry Mortonson (Earth-616),/wiki/Henry_Mortonson_(Earth-616),Intelligence,Learned
Hera Argeia (Earth-616),/wiki/Hera_Argeia_(Earth-616),Intelligence,Learned
Herman Schultz (Earth-616),/wiki/Herman_Schultz_(Earth-616),Intelligence,Learned
Hope Summers (Earth-616),/wiki/Hope_Summers_(Earth-616),Intelligence,Learned
Horatio Walters (Earth-616),/wiki/Horatio_Walters_(Earth-616),Intelligence,Learned
Horus (Deity) (Earth-616),/wiki/Horus_(Deity)_(Earth-616),Intelligence,Learned
Howard Mitchell (Earth-616),/wiki/Howard_Mitchell_(Earth-616),Intelligence,Learned
Hugin (Earth-616),/wiki/Hugin_(Earth-616),Intelligence,Learned
Ian McNee (Earth-616),/wiki/Ian_McNee_(Earth-616),Intelligence,Learned
Ilaney Brukner (Earth-616),/wiki/Ilaney_Brukner_(Earth-616),Intelligence,Learned
Inanna (Earth-616),/wiki/Inanna_(Earth-616),Intelligence,Learned
Inheritor (Earth-616),/wiki/Inheritor_(Earth-616),Intelligence,Learned
Irene Adler (Earth-616),/wiki/Irene_Adler_(Earth-616),Intelligence,Learned
Irene Merryweather (Earth-616),/wiki/Irene_Merryweather_(Earth-616),Intelligence,Learned
Irma Cuckoo (Earth-616),/wiki/Irma_Cuckoo_(Earth-616),Intelligence,Learned
Isaac Christians (Earth-616),/wiki/Isaac_Christians_(Earth-616),Intelligence,Learned
Isabel Kane (Earth-616),/wiki/Isabel_Kane_(Earth-616),Intelligence,Learned
Isabella Carmela Magdalena Gnucci (Earth-616),/wiki/Isabella_Carmela_Magdalena_Gnucci_(Earth-616),Intelligence,Learned
Jack Castle (Earth-616),/wiki/Jack_Castle_(Earth-616),Intelligence,Learned
Jack Danner (Earth-1610),/wiki/Jack_Danner_(Earth-1610),Intelligence,Learned
Jack Hazzard (Earth-616),/wiki/Jack_Hazzard_(Earth-616),Intelligence,Learned
Jack Mead (Earth-616),/wiki/Jack_Mead_(Earth-616),Intelligence,Learned
Jack the Ripper (Earth-616),/wiki/Jack_the_Ripper_(Earth-616),Intelligence,Learned
Jack Truman (Earth-616),/wiki/Jack_Truman_(Earth-616),Intelligence,Learned
Jackson Arvad (Earth-616),/wiki/Jackson_Arvad_(Earth-616),Intelligence,Learned
Jackson Norriss (Earth-616),/wiki/Jackson_Norriss_(Earth-616),Intelligence,Learned
Jacob Conover (Earth-616),/wiki/Jacob_Conover_(Earth-616),Intelligence,Learned
Jacques Dernier (Earth-616),/wiki/Jacques_Dernier_(Earth-616),Intelligence,Learned
Jaine Cutter (Earth-616),/wiki/Jaine_Cutter_(Earth-616),Intelligence,Learned
Jalome Beacher (Earth-616),/wiki/Jalome_Beacher_(Earth-616),Intelligence,Learned
James Howlett (Earth-1610),/wiki/James_Howlett_(Earth-1610),Intelligence,Learned
James Howlett (Earth-2107),/wiki/James_Howlett_(Earth-2107),Intelligence,Learned
James Jankovicz (Earth-616),/wiki/James_Jankovicz_(Earth-616),Intelligence,Learned
James Madrox (Cortex) (Earth-616),/wiki/James_Madrox_(Cortex)_(Earth-616),Intelligence,Learned
James Madrox (Earth-616),/wiki/James_Madrox_(Earth-616),Intelligence,Learned
James Montgomery Falsworth (Earth-616),/wiki/James_Montgomery_Falsworth_(Earth-616),Intelligence,Learned
James Rhodes (Earth-616),/wiki/James_Rhodes_(Earth-616),Intelligence,Learned
James Sanders (Earth-616),/wiki/James_Sanders_(Earth-616),Intelligence,Learned
James Woo (Earth-616),/wiki/James_Woo_(Earth-616),Intelligence,Learned
Jane Foster (Earth-616),/wiki/Jane_Foster_(Earth-616),Intelligence,Learned
Janet Van Dyne (Earth-616),/wiki/Janet_Van_Dyne_(Earth-616),Intelligence,Learned
Janice Lincoln (Earth-616),/wiki/Janice_Lincoln_(Earth-616),Intelligence,Learned
Janus Tepes (Earth-616),/wiki/Janus_Tepes_(Earth-616),Intelligence,Learned
Jason Ionello (Earth-616),/wiki/Jason_Ionello_(Earth-616),Intelligence,Learned
Jasper Sitwell (Earth-616),/wiki/Jasper_Sitwell_(Earth-616),Intelligence,Learned
Jean DeWolff (Earth-1610),/wiki/Jean_DeWolff_(Earth-1610),Intelligence,Learned
Jean Grey (Earth-295),/wiki/Jean_Grey_(Earth-295),Intelligence,Learned
Jean Grey (Earth-616),/wiki/Jean_Grey_(Earth-616),Intelligence,Learned
Jean Grey (Earth-1610),/wiki/Jean_Grey_(Earth-1610),Intelligence,Learned
Jean Grey (Earth-9575),/wiki/Jean_Grey_(Earth-9575),Intelligence,Learned
Jean Grey (Earth-30847),/wiki/Jean_Grey_(Earth-30847),Intelligence,Learned
Jean-Pierre Beaubier (Earth-616),/wiki/Jean-Pierre_Beaubier_(Earth-616),Intelligence,Learned
Jennifer Walters (Earth-616),/wiki/Jennifer_Walters_(Earth-616),Intelligence,Learned
Jennifer Walters (Earth-30847),/wiki/Jennifer_Walters_(Earth-30847),Intelligence,Learned
Jericho Drumm (Earth-616),/wiki/Jericho_Drumm_(Earth-616),Intelligence,Learned
Jerome Beechman (Earth-616),/wiki/Jerome_Beechman_(Earth-616),Intelligence,Learned
Jessica Drew (Earth-616),/wiki/Jessica_Drew_(Earth-616),Intelligence,Learned
Jessán Hoan (Earth-616),/wiki/Jess%C3%A1n_Hoan_(Earth-616),Intelligence,Learned
Jim Gardley (Earth-616),/wiki/Jim_Gardley_(Earth-616),Intelligence,Learned
Jim Morita (Earth-616),/wiki/Jim_Morita_(Earth-616),Intelligence,Learned
Jim Sharp (Earth-616),/wiki/Jim_Sharp_(Earth-616),Intelligence,Learned
Jimaine Szardos (Earth-616),/wiki/Jimaine_Szardos_(Earth-616),Intelligence,Learned
Jimmy Everett (Earth-616),/wiki/Jimmy_Everett_(Earth-616),Intelligence,Learned
Joanna Cargill (Earth-616),/wiki/Joanna_Cargill_(Earth-616),Intelligence,Learned
Joaquin Pennysworth (Earth-616),/wiki/Joaquin_Pennysworth_(Earth-616),Intelligence,Learned
Joe Robertson (Earth-1610),/wiki/Joe_Robertson_(Earth-1610),Intelligence,Learned
John Aman (Earth-616),/wiki/John_Aman_(Earth-616),Intelligence,Learned
John Carik (Earth-616),/wiki/John_Carik_(Earth-616),Intelligence,Learned
John Doe (Earth-8908),/wiki/John_Doe_(Earth-8908),Intelligence,Learned
John Eisenhart (Earth-928),/wiki/John_Eisenhart_(Earth-928),Intelligence,Learned
John Falsworth (Earth-616),/wiki/John_Falsworth_(Earth-616),Intelligence,Learned
John Jonah Jameson (Earth-616),/wiki/John_Jonah_Jameson_(Earth-616),Intelligence,Learned
John Jonah Jameson (Earth-1610),/wiki/John_Jonah_Jameson_(Earth-1610),Intelligence,Learned
John Jonah Jameson III (Earth-616),/wiki/John_Jonah_Jameson_III_(Earth-616),Intelligence,Learned
"John Jonah Jameson, Sr. (Earth-616)","/wiki/John_Jonah_Jameson,_Sr._(Earth-616)",Intelligence,Learned
John Kowalski (Earth-616),/wiki/John_Kowalski_(Earth-616),Intelligence,Learned
John Ladue (Earth-616),/wiki/John_Ladue_(Earth-616),Intelligence,Learned
John Ryker (Earth-616),/wiki/John_Ryker_(Earth-616),Intelligence,Learned
John Stacy (Earth-1610),/wiki/John_Stacy_(Earth-1610),Intelligence,Learned
John Tensen (Earth-148611),/wiki/John_Tensen_(Earth-148611),Intelligence,Learned
John Wraith (Earth-616),/wiki/John_Wraith_(Earth-616),Intelligence,Learned
Jomo Kimanye (Earth-616),/wiki/Jomo_Kimanye_(Earth-616),Intelligence,Learned
Jonathan Clay (Earth-616),/wiki/Jonathan_Clay_(Earth-616),Intelligence,Learned
Jonathan Garrett (Earth-616),/wiki/Jonathan_Garrett_(Earth-616),Intelligence,Learned
Jonothon Starsmore (Earth-616),/wiki/Jonothon_Starsmore_(Earth-616),Intelligence,Learned
Joost van Straaten (Earth-616),/wiki/Joost_van_Straaten_(Earth-616),Intelligence,Learned
Joseph Robertson (Earth-616),/wiki/Joseph_Robertson_(Earth-616),Intelligence,Learned
Joshua Ayers (Earth-616),/wiki/Joshua_Ayers_(Earth-616),Intelligence,Learned
Joy Mercado (Earth-616),/wiki/Joy_Mercado_(Earth-616),Intelligence,Learned
Judas Traveller (Earth-616),/wiki/Judas_Traveller_(Earth-616),Intelligence,Learned
Justin Hammer (Earth-1610),/wiki/Justin_Hammer_(Earth-1610),Intelligence,Learned
Kala (Earth-616),/wiki/Kala_(Earth-616),Intelligence,Learned
Kallark (Earth-616),/wiki/Kallark_(Earth-616),Intelligence,Learned
Kaluu (Earth-616),/wiki/Kaluu_(Earth-616),Intelligence,Learned
Karl Lykos (Earth-616),/wiki/Karl_Lykos_(Earth-616),Intelligence,Learned
Karl Mordo (Earth-616),/wiki/Karl_Mordo_(Earth-616),Intelligence,Learned
Karnak Mander-Azur (Earth-616),/wiki/Karnak_Mander-Azur_(Earth-616),Intelligence,Learned
Karnilla (Earth-616),/wiki/Karnilla_(Earth-616),Intelligence,Learned
Katherine Bishop (Earth-616),/wiki/Katherine_Bishop_(Earth-616),Intelligence,Learned
Katherine Waynesboro (Earth-616),/wiki/Katherine_Waynesboro_(Earth-616),Intelligence,Learned
Kathryn Cushing (Earth-616),/wiki/Kathryn_Cushing_(Earth-616),Intelligence,Learned
Kathy Malper (Earth-616),/wiki/Kathy_Malper_(Earth-616),Intelligence,Learned
Kearson DeWitt (Earth-616),/wiki/Kearson_DeWitt_(Earth-616),Intelligence,Learned
Kei Kawade (Earth-616),/wiki/Kei_Kawade_(Earth-616),Intelligence,Learned
Kelda (Earth-616),/wiki/Kelda_(Earth-616),Intelligence,Learned
Kelsey Leigh (Earth-616),/wiki/Kelsey_Leigh_(Earth-616),Intelligence,Learned
Ken Masters (Earth-616),/wiki/Ken_Masters_(Earth-616),Intelligence,Learned
Kerwin Broderick (Earth-616),/wiki/Kerwin_Broderick_(Earth-616),Intelligence,Learned
Kevin Cole (Earth-616),/wiki/Kevin_Cole_(Earth-616),Intelligence,Learned
Kevin MacTaggert (Earth-58163),/wiki/Kevin_MacTaggert_(Earth-58163),Intelligence,Learned
Kevin O'Brien (Earth-616),/wiki/Kevin_O%27Brien_(Earth-616),Intelligence,Learned
Kevin Sidney (Earth-1081),/wiki/Kevin_Sidney_(Earth-1081),Intelligence,Learned
Kevin Trench (Earth-616),/wiki/Kevin_Trench_(Earth-616),Intelligence,Learned
Khn'nr (Earth-616),/wiki/Khn%27nr_(Earth-616),Intelligence,Learned
Khufor (Earth-616),/wiki/Khufor_(Earth-616),Intelligence,Learned
Kinji Obatu (Earth-616),/wiki/Kinji_Obatu_(Earth-616),Intelligence,Learned
Klaus Kruger (Earth-616),/wiki/Klaus_Kruger_(Earth-616),Intelligence,Learned
Knorda (Earth-616),/wiki/Knorda_(Earth-616),Intelligence,Learned
Kukulkán (Ahau) (Earth-616),/wiki/Kukulk%C3%A1n_(Ahau)_(Earth-616),Intelligence,Learned
Kurt Wagner (Earth-616),/wiki/Kurt_Wagner_(Earth-616),Intelligence,Learned
Kyle Richmond (Earth-616),/wiki/Kyle_Richmond_(Earth-616),Intelligence,Learned
Kyle Richmond (Earth-712),/wiki/Kyle_Richmond_(Earth-712),Intelligence,Learned
Ladyfair (Earth-616),/wiki/Ladyfair_(Earth-616),Intelligence,Learned
Lambda-Zero (Earth-616),/wiki/Lambda-Zero_(Earth-616),Intelligence,Learned
Lancelot Hunter (Earth-616),/wiki/Lancelot_Hunter_(Earth-616),Intelligence,Learned
Lash (Earth-616),/wiki/Lash_(Earth-616),Intelligence,Learned
Laurie Collins (Earth-616),/wiki/Laurie_Collins_(Earth-616),Intelligence,Learned
Lawrence Cranston (Earth-616),/wiki/Lawrence_Cranston_(Earth-616),Intelligence,Learned
Leonard Samson (Earth-616),/wiki/Leonard_Samson_(Earth-616),Intelligence,Learned
Leopold Stryke (Earth-616),/wiki/Leopold_Stryke_(Earth-616),Intelligence,Learned
Lilandra Neramani (Earth-616),/wiki/Lilandra_Neramani_(Earth-616),Intelligence,Learned
Lilith (Earth-616),/wiki/Lilith_(Earth-616),Intelligence,Learned
Lily Hollister (Earth-616),/wiki/Lily_Hollister_(Earth-616),Intelligence,Learned
Linda Carter (Earth-616),/wiki/Linda_Carter_(Earth-616),Intelligence,Learned
Liso Trago (Earth-616),/wiki/Liso_Trago_(Earth-616),Intelligence,Learned
Lockheed (Earth-616),/wiki/Lockheed_(Earth-616),Intelligence,Learned
Lord of Death (Earth-616),/wiki/Lord_of_Death_(Earth-616),Intelligence,Learned
Lord Ruthven (Earth-616),/wiki/Lord_Ruthven_(Earth-616),Intelligence,Learned
Lucas Bishop (Earth-2107),/wiki/Lucas_Bishop_(Earth-2107),Intelligence,Learned
Lucas Brand (Earth-616),/wiki/Lucas_Brand_(Earth-616),Intelligence,Learned
Lucas Cross (Earth-616),/wiki/Lucas_Cross_(Earth-616),Intelligence,Learned
Luchino Nefaria (Earth-616),/wiki/Luchino_Nefaria_(Earth-616),Intelligence,Learned
Lucy Crumm (Earth-616),/wiki/Lucy_Crumm_(Earth-616),Intelligence,Learned
Lucy Westenra (Earth-616),/wiki/Lucy_Westenra_(Earth-616),Intelligence,Learned
Luke Cage (Earth-616),/wiki/Luke_Cage_(Earth-616),Intelligence,Learned
Luke Carlyle (Earth-616),/wiki/Luke_Carlyle_(Earth-616),Intelligence,Learned
M'Gumbu (Earth-616),/wiki/M%27Gumbu_(Earth-616),Intelligence,Learned
Madeline Berry (Earth-616),/wiki/Madeline_Berry_(Earth-616),Intelligence,Learned
Madeline Joyce (Earth-616),/wiki/Madeline_Joyce_(Earth-616),Intelligence,Learned
Madelyne Pryor (Earth-616),/wiki/Madelyne_Pryor_(Earth-616),Intelligence,Learned
Magar (Earth-616),/wiki/Magar_(Earth-616),Intelligence,Learned
Magdalene (Earth-9201),/wiki/Magdalene_(Earth-9201),Intelligence,Learned
Magnus (Sorcerer) (Earth-616),/wiki/Magnus_(Sorcerer)_(Earth-616),Intelligence,Learned
Magus (Technarch) (Earth-616),/wiki/Magus_(Technarch)_(Earth-616),Intelligence,Learned
Maha Yogi (Earth-616),/wiki/Maha_Yogi_(Earth-616),Intelligence,Learned
Mairi (Earth-616),/wiki/Mairi_(Earth-616),Intelligence,Learned
Malachi (Earth-616),/wiki/Malachi_(Earth-616),Intelligence,Learned
Malcolm Colcord (Earth-616),/wiki/Malcolm_Colcord_(Earth-616),Intelligence,Learned
Mana Yanowa (Earth-616),/wiki/Mana_Yanowa_(Earth-616),Intelligence,Learned
Manphibian (Earth-616),/wiki/Manphibian_(Earth-616),Intelligence,Learned
Mantis (Brandt) (Earth-616),/wiki/Mantis_(Brandt)_(Earth-616),Intelligence,Learned
Mantor (Earth-616),/wiki/Mantor_(Earth-616),Intelligence,Learned
Manuel de la Rocha (Earth-616),/wiki/Manuel_de_la_Rocha_(Earth-616),Intelligence,Learned
Manuel Vicente (Earth-616),/wiki/Manuel_Vicente_(Earth-616),Intelligence,Learned
Mar-Vell (Earth-616),/wiki/Mar-Vell_(Earth-616),Intelligence,Learned
Marandi Sjorokker (Earth-616),/wiki/Marandi_Sjorokker_(Earth-616),Intelligence,Learned
Marcia Pearson (Earth-616),/wiki/Marcia_Pearson_(Earth-616),Intelligence,Learned
Marco Scarlotti (Earth-616),/wiki/Marco_Scarlotti_(Earth-616),Intelligence,Learned
Marcus Hazzard (Earth-148611),/wiki/Marcus_Hazzard_(Earth-148611),Intelligence,Learned
Margali Szardos (Earth-616),/wiki/Margali_Szardos_(Earth-616),Intelligence,Learned
Margaret Carter (Earth-616),/wiki/Margaret_Carter_(Earth-616),Intelligence,Learned
Margaret Murdock (Earth-616),/wiki/Margaret_Murdock_(Earth-616),Intelligence,Learned
Mariko Yashida (Earth-616),/wiki/Mariko_Yashida_(Earth-616),Intelligence,Learned
Marius St. Croix (Earth-616),/wiki/Marius_St._Croix_(Earth-616),Intelligence,Learned
Mark Milton (Earth-712),/wiki/Mark_Milton_(Earth-712),Intelligence,Learned
Mark Milton (Earth-4023),/wiki/Mark_Milton_(Earth-4023),Intelligence,Learned
Mark Raxton (Earth-616),/wiki/Mark_Raxton_(Earth-616),Intelligence,Learned
Marrina Smallwood (Earth-616),/wiki/Marrina_Smallwood_(Earth-616),Intelligence,Learned
Martha Franklin (Earth-616),/wiki/Martha_Franklin_(Earth-616),Intelligence,Learned
Martin Preston (Earth-616),/wiki/Martin_Preston_(Earth-616),Intelligence,Learned
Martinique Wyngarde (Earth-616),/wiki/Martinique_Wyngarde_(Earth-616),Intelligence,Learned
Mary Brown (Karisma) (Earth-616),/wiki/Mary_Brown_(Karisma)_(Earth-616),Intelligence,Learned
Mary Jane Watson (Earth-1610),/wiki/Mary_Jane_Watson_(Earth-1610),Intelligence,Learned
Mary Mitchell (Earth-616),/wiki/Mary_Mitchell_(Earth-616),Intelligence,Learned
Mary Walker (Earth-616),/wiki/Mary_Walker_(Earth-616),Intelligence,Learned
Master Khan (Earth-616),/wiki/Master_Khan_(Earth-616),Intelligence,Learned
Matsu'o Tsurayaba (Earth-616),/wiki/Matsu%27o_Tsurayaba_(Earth-616),Intelligence,Learned
Matthew Hawk (Earth-616),/wiki/Matthew_Hawk_(Earth-616),Intelligence,Learned
Matthew Murdock (Earth-616),/wiki/Matthew_Murdock_(Earth-616),Intelligence,Learned
Matthew Murdock (Earth-1610),/wiki/Matthew_Murdock_(Earth-1610),Intelligence,Learned
Matthew Murdock (Earth-50701),/wiki/Matthew_Murdock_(Earth-50701),Intelligence,Learned
Max Parrish (Earth-616),/wiki/Max_Parrish_(Earth-616),Intelligence,Learned
Maxam (Earth-93112),/wiki/Maxam_(Earth-93112),Intelligence,Learned
Maximillian Coleridge (Earth-616),/wiki/Maximillian_Coleridge_(Earth-616),Intelligence,Learned
Maximus Lobo (Earth-616),/wiki/Maximus_Lobo_(Earth-616),Intelligence,Learned
Medusalith Amaquelin (Earth-616),/wiki/Medusalith_Amaquelin_(Earth-616),Intelligence,Learned
Megan Daemon (Earth-616),/wiki/Megan_Daemon_(Earth-616),Intelligence,Learned
Mephista (Earth-616),/wiki/Mephista_(Earth-616),Intelligence,Learned
Mercedes Knight (Earth-616),/wiki/Mercedes_Knight_(Earth-616),Intelligence,Learned
Meredith McCall (Earth-616),/wiki/Meredith_McCall_(Earth-616),Intelligence,Learned
Meryet Karim (Earth-616),/wiki/Meryet_Karim_(Earth-616),Intelligence,Learned
Merzah (Earth-616),/wiki/Merzah_(Earth-616),Intelligence,Learned
Micah (Earth-616),/wiki/Micah_(Earth-616),Intelligence,Learned
Michael Hart (Earth-616),/wiki/Michael_Hart_(Earth-616),Intelligence,Learned
Michael Rossi (Earth-616),/wiki/Michael_Rossi_(Earth-616),Intelligence,Learned
Michel Berman (Earth-616),/wiki/Michel_Berman_(Earth-616),Intelligence,Learned
Michele Gonzales (Earth-616),/wiki/Michele_Gonzales_(Earth-616),Intelligence,Learned
Michiko Musashi (Earth-616),/wiki/Michiko_Musashi_(Earth-616),Intelligence,Learned
Mikal Drakonmegas (Earth-616),/wiki/Mikal_Drakonmegas_(Earth-616),Intelligence,Learned
Mikhail Rasputin (Earth-295),/wiki/Mikhail_Rasputin_(Earth-295),Intelligence,Learned
Mikhail Rasputin (Earth-616),/wiki/Mikhail_Rasputin_(Earth-616),Intelligence,Learned
Milos Abyss (Earth-616),/wiki/Milos_Abyss_(Earth-616),Intelligence,Learned
Mimir Burison (Earth-616),/wiki/Mimir_Burison_(Earth-616),Intelligence,Learned
Minion (Earth-8410),/wiki/Minion_(Earth-8410),Intelligence,Learned
Mister Negative (Earth-616),/wiki/Mister_Negative_(Earth-616),Intelligence,Learned
Mistress Love (Earth-616),/wiki/Mistress_Love_(Earth-616),Intelligence,Learned
Mocuepa Tlalticpactli (Earth-616),/wiki/Mocuepa_Tlalticpactli_(Earth-616),Intelligence,Learned
Model X3Z (Earth-616),/wiki/Model_X3Z_(Earth-616),Intelligence,Learned
Modred (Earth-616),/wiki/Modred_(Earth-616),Intelligence,Learned
Mogul of the Mystic Mountain (Earth-616),/wiki/Mogul_of_the_Mystic_Mountain_(Earth-616),Intelligence,Learned
Moira Brandon (Earth-616),/wiki/Moira_Brandon_(Earth-616),Intelligence,Learned
Mojo Adams (Earth-1610),/wiki/Mojo_Adams_(Earth-1610),Intelligence,Learned
Molly Fitzgerald (Earth-616),/wiki/Molly_Fitzgerald_(Earth-616),Intelligence,Learned
Monako (Earth-616),/wiki/Monako_(Earth-616),Intelligence,Learned
Monark (Earth-7643),/wiki/Monark_(Earth-7643),Intelligence,Learned
Monica Chang (Earth-616),/wiki/Monica_Chang_(Earth-616),Intelligence,Learned
Monica Rambeau (Earth-616),/wiki/Monica_Rambeau_(Earth-616),Intelligence,Learned
Monstro the Mighty (Earth-616),/wiki/Monstro_the_Mighty_(Earth-616),Intelligence,Learned
Moondark (Earth-616),/wiki/Moondark_(Earth-616),Intelligence,Learned
Mordred (Earth-616),/wiki/Mordred_(Earth-616),Intelligence,Learned
Morgan Stark (Earth-616),/wiki/Morgan_Stark_(Earth-616),Intelligence,Learned
Morlun (Earth-001),/wiki/Morlun_(Earth-001),Intelligence,Learned
Morris Sloan (Earth-616),/wiki/Morris_Sloan_(Earth-616),Intelligence,Learned
Mortigan Goth (Earth-616),/wiki/Mortigan_Goth_(Earth-616),Intelligence,Learned
Mortimer Toynbee (Earth-616),/wiki/Mortimer_Toynbee_(Earth-616),Intelligence,Learned
Morwen (Earth-616),/wiki/Morwen_(Earth-616),Intelligence,Learned
Mr. Muro (Earth-616),/wiki/Mr._Muro_(Earth-616),Intelligence,Learned
Munin (Earth-616),/wiki/Munin_(Earth-616),Intelligence,Learned
Muramasa (Earth-616),/wiki/Muramasa_(Earth-616),Intelligence,Learned
Muzzafar Lambert (Earth-616),/wiki/Muzzafar_Lambert_(Earth-616),Intelligence,Learned
Nagala (Earth-616),/wiki/Nagala_(Earth-616),Intelligence,Learned
Nakia Shauku (Earth-616),/wiki/Nakia_Shauku_(Earth-616),Intelligence,Learned
Narda Ravanna (Earth-616),/wiki/Narda_Ravanna_(Earth-616),Intelligence,Learned
Natalia Romanova (Earth-616),/wiki/Natalia_Romanova_(Earth-616),Intelligence,Learned
Nathan Lemon (Earth-616),/wiki/Nathan_Lemon_(Earth-616),Intelligence,Learned
Nathan Summers (Earth-616),/wiki/Nathan_Summers_(Earth-616),Intelligence,Learned
Nathaniel Essex (Doctor Stasis) (Earth-616),/wiki/Nathaniel_Essex_(Doctor_Stasis)_(Earth-616),Intelligence,Learned
Neal Richmond (Earth-712),/wiki/Neal_Richmond_(Earth-712),Intelligence,Learned
Neal Shaara (Earth-616),/wiki/Neal_Shaara_(Earth-616),Intelligence,Learned
Necrodamus (Earth-616),/wiki/Necrodamus_(Earth-616),Intelligence,Learned
Nekra Sinclair (Earth-616),/wiki/Nekra_Sinclair_(Earth-616),Intelligence,Learned
Nguyen Ngoc Coy (Earth-616),/wiki/Nguyen_Ngoc_Coy_(Earth-616),Intelligence,Learned
Niamh Chinn Óir (Earth-616),/wiki/Niamh_Chinn_%C3%93ir_(Earth-616),Intelligence,Learned
Nicholas Bordia (Earth-616),/wiki/Nicholas_Bordia_(Earth-616),Intelligence,Learned
Nicholas Fury (Earth-616),/wiki/Nicholas_Fury_(Earth-616),Intelligence,Learned
"Nicholas Fury, Jr. (Earth-616)","/wiki/Nicholas_Fury,_Jr._(Earth-616)",Intelligence,Learned
Nicholette Gold (Earth-691),/wiki/Nicholette_Gold_(Earth-691),Intelligence,Learned
Night Flyer (Earth-616),/wiki/Night_Flyer_(Earth-616),Intelligence,Learned
Night Raven (Vigilante) (Earth-616),/wiki/Night_Raven_(Vigilante)_(Earth-616),Intelligence,Learned
Nina Price (Earth-616),/wiki/Nina_Price_(Earth-616),Intelligence,Learned
Nina Tsiolkovsky (Earth-616),/wiki/Nina_Tsiolkovsky_(Earth-616),Intelligence,Learned
Noah DuBois (Earth-616),/wiki/Noah_DuBois_(Earth-616),Intelligence,Learned
Norah Winters (Earth-616),/wiki/Norah_Winters_(Earth-616),Intelligence,Learned
Norrin Radd (Earth-616),/wiki/Norrin_Radd_(Earth-616),Intelligence,Learned
Obadiah Stane (Earth-55921),/wiki/Obadiah_Stane_(Earth-55921),Intelligence,Learned
Olivier (Earth-616),/wiki/Olivier_(Earth-616),Intelligence,Learned
Olivier Stoker (Earth-616),/wiki/Olivier_Stoker_(Earth-616),Intelligence,Learned
Opal Luna Saturnyne (Earth-9),/wiki/Opal_Luna_Saturnyne_(Earth-9),Intelligence,Learned
Ophelia Sarkissian (Earth-616),/wiki/Ophelia_Sarkissian_(Earth-616),Intelligence,Learned
Opul Lun Sat-Yr-Nin (Earth-794),/wiki/Opul_Lun_Sat-Yr-Nin_(Earth-794),Intelligence,Learned
Orrgo (Earth-616),/wiki/Orrgo_(Earth-616),Intelligence,Learned
Orson Randall (Earth-616),/wiki/Orson_Randall_(Earth-616),Intelligence,Learned
Orville Nugent (Earth-616),/wiki/Orville_Nugent_(Earth-616),Intelligence,Learned
Paige Guthrie (Earth-616),/wiki/Paige_Guthrie_(Earth-616),Intelligence,Learned
Paladin (Earth-616),/wiki/Paladin_(Earth-616),Intelligence,Learned
Pandemonia (Earth-616),/wiki/Pandemonia_(Earth-616),Intelligence,Learned
Papa Hagg (Earth-616),/wiki/Papa_Hagg_(Earth-616),Intelligence,Learned
Papa Shorty (Earth-616),/wiki/Papa_Shorty_(Earth-616),Intelligence,Learned
Paradox (Strange) (Earth-616),/wiki/Paradox_(Strange)_(Earth-616),Intelligence,Learned
Paragon (Maya) (Earth-50701),/wiki/Paragon_(Maya)_(Earth-50701),Intelligence,Learned
Patricia Tilby (Earth-616),/wiki/Patricia_Tilby_(Earth-616),Intelligence,Learned
Patricia Walker (Earth-616),/wiki/Patricia_Walker_(Earth-616),Intelligence,Learned
Paul Duval (Earth-616),/wiki/Paul_Duval_(Earth-616),Intelligence,Learned
Pearla (Earth-616),/wiki/Pearla_(Earth-616),Intelligence,Learned
Peni Parker (Earth-14512),/wiki/Peni_Parker_(Earth-14512),Intelligence,Learned
Persephone (Olympian) (Earth-616),/wiki/Persephone_(Olympian)_(Earth-616),Intelligence,Learned
Peter Hunter (Earth-616),/wiki/Peter_Hunter_(Earth-616),Intelligence,Learned
Peter Wisdom (Earth-616),/wiki/Peter_Wisdom_(Earth-616),Intelligence,Learned
Petunia Grimm (Earth-616),/wiki/Petunia_Grimm_(Earth-616),Intelligence,Learned
Philip Sheldon (Earth-616),/wiki/Philip_Sheldon_(Earth-616),Intelligence,Learned
Phoebe Cuckoo (Earth-616),/wiki/Phoebe_Cuckoo_(Earth-616),Intelligence,Learned
Phoebus Apollo (Earth-616),/wiki/Phoebus_Apollo_(Earth-616),Intelligence,Learned
Pietro Maximoff (Earth-616),/wiki/Pietro_Maximoff_(Earth-616),Intelligence,Learned
Piotr Rasputin (Earth-295),/wiki/Piotr_Rasputin_(Earth-295),Intelligence,Learned
Predator (Earth-616),/wiki/Predator_(Earth-616),Intelligence,Learned
Prester John (Johann) (Earth-616),/wiki/Prester_John_(Johann)_(Earth-616),Intelligence,Learned
Priapus (Earth-616),/wiki/Priapus_(Earth-616),Intelligence,Learned
Pro-Rata (Earth-616),/wiki/Pro-Rata_(Earth-616),Intelligence,Learned
Provost (Earth-616),/wiki/Provost_(Earth-616),Intelligence,Learned
Purple Hayes (Earth-616),/wiki/Purple_Hayes_(Earth-616),Intelligence,Learned
Qnax (Earth-616),/wiki/Qnax_(Earth-616),Intelligence,Learned
Quetzalcoatl (Earth-616),/wiki/Quetzalcoatl_(Earth-616),Intelligence,Learned
